Date,USGG10YR Index  (R1),GDGCAFJP Index  (L1)
8/23/2017,2.166,3.372
8/17/2017,2.1853,3.497
8/16/2017,2.222,3.849
8/15/2017,2.2728,3.69
8/10/2017,2.1975,3.582
8/9/2017,2.2476,3.549
8/4/2017,2.262,3.665
8/3/2017,2.2212,4.024
7/27/2017,2.3103,2.819
7/26/2017,2.2872,2.499
7/24/2017,2.2552,2.516
7/19/2017,2.2696,2.541
7/18/2017,2.259,2.499
7/14/2017,2.3319,2.441
7/13/2017,2.3444,2.67
7/11/2017,2.3605,2.554
7/7/2017,2.3856,2.522
7/6/2017,2.3659,2.679
7/5/2017,2.3232,2.595
7/3/2017,2.3499,2.952
6/30/2017,2.3037,2.718
6/28/2017,2.2279,2.694
6/26/2017,2.137,2.861
6/23/2017,2.1423,2.96
6/21/2017,2.1634,2.849
6/16/2017,2.1514,2.878
6/15/2017,2.1637,2.934
6/14/2017,2.1256,3.158
6/13/2017,2.2109,3.004
6/12/2017,2.2145,2.971
6/9/2017,2.2005,2.988
6/5/2017,2.1817,3.092
6/2/2017,2.1591,3.422
6/1/2017,2.2114,3.976
5/30/2017,2.2098,3.819
5/26/2017,2.2465,3.673
5/25/2017,2.2554,3.557
5/24/2017,2.2502,3.785
5/23/2017,2.2799,3.887
5/18/2017,2.2294,3.991
5/16/2017,2.3257,4.085
5/12/2017,2.3257,3.647
5/10/2017,2.4141,3.514
5/9/2017,2.3977,3.6
5/5/2017,2.3487,3.728
5/4/2017,2.3541,4.179
5/3/2017,2.318,4.031
5/1/2017,2.318,4.273
4/27/2017,2.2946,0.17
4/26/2017,2.3035,0.435
4/25/2017,2.3322,0.468
4/21/2017,2.248,0.481
4/18/2017,2.1682,0.452
4/13/2017,2.2374,0.695
4/12/2017,2.2392,0.697
4/7/2017,2.3822,0.633
4/5/2017,2.3354,0.821
4/4/2017,2.3605,1.233
4/3/2017,2.3193,1.188
3/31/2017,2.3874,0.898
3/28/2017,2.4178,1.303
3/27/2017,2.3782,1.062
3/24/2017,2.4123,1.004
3/23/2017,2.4194,0.968
3/22/2017,2.405,0.857
3/17/2017,2.5005,0.964
3/16/2017,2.5402,0.906
3/15/2017,2.493,0.914
3/14/2017,2.6002,0.924
3/10/2017,2.5745,0.937
3/9/2017,2.6053,1.229
3/8/2017,2.5597,1.246
3/7/2017,2.5179,1.312
3/6/2017,2.4997,1.295
3/3/2017,2.478,1.507
3/2/2017,2.4779,1.527
3/1/2017,2.4526,1.791
2/27/2017,2.365,2.48
2/24/2017,2.3117,2.484
2/22/2017,2.4129,2.508
2/16/2017,2.4467,2.37
2/15/2017,2.4932,2.216
2/10/2017,2.4073,2.713
2/9/2017,2.3948,2.744
