Date,USGG10YR Index  (R1),GDGCAFJP Index  (L1)
2022-09-21,3.5299,0.198
2022-09-27,3.9451,0.271
2022-09-28,3.7312,1.581
2022-09-30,3.8286,2.425
2022-10-03,3.6387,2.284
2022-10-04,3.6329,2.457
2022-10-05,3.7528,2.697
2022-10-07,3.8814,2.891
2022-10-12,3.8962,2.848
2022-10-13,3.9435,2.853
2022-10-14,4.0184,2.809
2022-10-18,4.0066,2.901
2022-10-19,4.1335,2.852
2022-10-20,4.2283,2.84
2022-10-21,4.2167,3.095
2022-10-26,4.0028,3.088
2022-10-28,4.0123,3.067
2022-11-01,4.0419,2.599
2022-11-02,4.1005,3.757
2022-11-03,4.1469,3.603
2022-11-04,,
2022-11-09,4.0923,4.001
2022-11-10,3.8125,4.018
2022-11-15,3.7696,4.007
2022-11-16,3.6899,4.382
2022-11-17,3.7657,4.181
2022-11-18,3.8288,4.146
2022-11-23,3.6927,4.258
2022-11-30,,
2022-12-01,3.5048,2.837
2022-12-02,3.4862,3.59
2022-12-05,3.5736,3.115
2022-12-06,3.5314,3.365
2022-12-09,3.5783,3.187
2022-12-12,3.6113,3.138
2022-12-15,3.4463,2.781
2022-12-20,3.6825,2.727
2022-12-23,3.7472,3.657
2022-12-27,3.8411,3.598
2023-01-03,3.7389,3.909
2023-01-04,3.6827,3.985
2023-01-05,3.7181,3.756
2023-01-06,3.558,4.134
2023-01-10,3.6188,4.07
2023-01-12,3.44,4.021
2023-01-13,3.5035,4.111
2023-01-18,3.3698,3.494
2023-01-19,3.3915,3.53
2023-01-20,3.4787,3.529
2023-01-27,3.5035,0.674
2023-02-01,3.4166,0.675
2023-02-02,3.3927,2.074
2023-02-03,3.5246,2.137
2023-02-07,3.6735,2.085
2023-02-08,3.6098,2.159
2023-02-10,3.732,2.153
2023-02-14,3.7435,2.142
2023-02-15,3.8049,2.423
2023-02-16,3.8608,2.495
2023-02-17,3.8148,2.49
2023-02-21,3.9525,2.474
2023-02-24,3.9432,2.745
2023-02-27,3.9141,2.802
2023-02-28,3.92,2.256
2023-03-01,3.9925,2.268
2023-03-02,4.0556,2.04
2023-03-03,3.9517,2.051
2023-03-06,3.9577,2.043
2023-03-07,3.9637,2.043
2023-03-08,3.9913,2.633
2023-03-10,3.6987,2.803
2023-03-14,3.6892,2.83
2023-03-15,3.4548,3.153
2023-03-16,3.577,3.248
2023-03-17,3.4286,3.243
2023-03-21,3.6094,3.455
2023-03-23,3.4266,3.471
2023-03-24,3.3762,3.194
2023-03-28,3.5696,2.68
2023-03-31,3.4676,2.489
2023-04-03,3.4114,1.709
2023-04-04,3.3387,1.999
2023-04-05,3.3108,1.469
2023-04-10,3.4168,2.165
2023-04-12,3.3906,2.269
2023-04-13,3.4449,2.29
2023-04-14,3.5128,2.468
2023-04-18,3.5756,2.478
2023-04-20,3.5318,2.444
2023-04-24,3.4901,1.283
2023-04-25,3.3996,1.411
2023-04-26,3.4485,1.133
2023-04-28,3.422,1.66
2023-05-01,3.5681,1.837
2023-05-02,3.4239,1.856
2023-05-03,3.3356,2.654
2023-05-04,3.3787,2.66
2023-05-05,3.437,2.672
2023-05-08,3.5072,2.748
2023-05-10,3.4426,2.703
2023-05-11,3.3843,2.704
2023-05-12,3.4625,2.606
2023-05-16,3.5339,2.609
2023-05-17,3.5641,2.886
2023-05-18,3.6457,2.893
2023-05-23,3.6919,2.81
2023-05-26,3.7983,1.9
2023-06-01,3.595,1.96
2023-06-02,3.6907,2.301
2023-06-05,3.6831,2.283
2023-06-07,3.7952,2.224
2023-06-08,3.7179,2.195
2023-06-12,3.7356,2.125
2023-06-13,3.8133,2.144
2023-06-14,3.7862,2.172
2023-06-15,3.7165,1.766
2023-06-20,3.7207,1.946
2023-06-22,3.7946,1.912
2023-06-27,3.7639,1.77
2023-06-28,3.7078,1.64
2023-06-30,3.8367,2.166
2023-07-03,3.8545,1.942
2023-07-05,3.9315,1.97
2023-07-06,4.0291,2.129
2023-07-07,4.0616,2.23
2023-07-10,3.9938,2.291
2023-07-12,3.8573,2.269
2023-07-13,3.7634,2.362
2023-07-14,3.8322,2.413
2023-07-18,3.7853,2.386
2023-07-19,3.7483,2.422
2023-07-20,3.8503,2.4
2023-07-26,3.8668,2.413
2023-07-28,3.9507,3.546
2023-08-01,4.023,3.866
2023-08-03,4.1751,4.031
2023-08-04,4.0338,4.049
2023-08-08,4.022,4.122
2023-08-10,4.1055,4.09
2023-08-11,4.1522,4.088
2023-08-15,4.211,5.032
2023-08-16,4.2504,5.757
2023-08-22,4.3241,5.731
2023-08-23,4.1918,5.661
2023-08-24,4.2372,5.906
2023-08-31,4.1081,5.63
2023-09-01,4.1788,5.639
2023-09-05,4.2598,5.4
2023-09-06,4.2797,5.576
2023-09-08,4.2641,5.571
2023-09-13,4.2485,5.458
2023-09-14,4.2863,4.938
2023-09-15,4.3324,4.885
2023-09-19,4.3586,4.864
2023-09-21,4.4942,4.83
2023-09-26,4.5356,4.812
2023-09-27,4.6075,4.923
2023-09-29,4.5711,4.932
2023-10-02,4.6785,4.87
2023-10-04,4.7329,4.903
2023-10-05,4.7185,4.86
2023-10-06,4.8009,5.134
2023-10-10,4.653,5.147
2023-10-11,4.5582,5.128
2023-10-12,4.6969,5.142
2023-10-13,4.6124,5.193
2023-10-17,4.8341,5.438
2023-10-18,4.9149,5.411
2023-10-19,4.9898,5.383
2023-10-20,4.9137,5.374
2023-10-25,4.9549,5.405
2023-10-27,4.8346,2.257
2023-11-01,4.7341,1.236
2023-11-02,4.659,1.448
2023-11-03,,
2023-11-07,,
2023-11-08,,
